
0.6987,-1.3376,0.7436
0.3135,-1.5505,0.6814
-0.6173,-1.0648,0.8010
-0.0072,-1.2945,0.8321
0.1507,-1.3543,0.6239
-0.0096,-0.9260,0.8991
-0.1316,-0.2967,1.0235
0.1196,0.1842,0.7914
0.3494,-0.1651,0.6909
-0.1603,-0.0909,0.6790
0.4451,0.3087,0.5952
0.6748,0.6843,0.7579
0.2800,1.0217,0.8297
0.9667,0.6269,0.8178
0.4714,1.0241,0.8321
0.0144,1.5027,0.8919
-0.3541,1.5027,0.8943
-0.1292,1.3256,0.8680
0.4307,1.3926,0.8608
0.3398,1.3735,0.8824
0.0837,1.2371,0.4181
-0.2728,1.6678,0.8560
0.1364,1.1653,0.6670
0.5671,1.1581,0.8178
0.7155,1.2203,0.7555
0.5958,0.3135,0.9900
0.6365,2.1033,0.7220
0.2656,0.9571,0.6957
0.1531,0.8351,0.7388
0.2489,0.8614,0.9948
0.1914,0.6437,0.9781
0.2010,0.7011,0.6861
-0.0072,0.4762,0.7890
0.2369,0.6150,0.9661
0.6796,0.7226,0.8034
0.6269,1.0816,0.8225
0.5360,0.4427,0.8895
-0.0191,0.7155,0.5641
0.0861,0.4068,1.0259
-0.1531,0.2369,0.7843
-0.4714,0.3924,1.1886
0.3302,0.9356,0.9159
0.0694,0.8925,0.8082
-0.2106,0.4953,0.9805
-0.4379,0.2680,0.8417
0.2058,0.1914,0.8465
